fprs,tprs
0.0,0.0
0.0,0.464818763326226
0.0,0.464818763326226
0.0,0.47334754797441364
0.0,0.47761194029850745
0.0,0.47761194029850745
0.0,0.47974413646055436
0.0,0.48187633262260127
0.0,0.48187633262260127
0.0,0.4840085287846482
0.0,0.4840085287846482
0.0,0.4840085287846482
0.0,0.488272921108742
0.0,0.488272921108742
0.0,0.4904051172707889
0.0,0.4925373134328358
0.0,0.4925373134328358
0.0,0.4925373134328358
0.0,0.4925373134328358
0.0,0.4968017057569296
0.0,0.4626865671641791
0.0,0.4584221748400853
0.0,0.4562899786780384
0.0,0.44989339019189767
0.0,0.4157782515991471
0.0,0.4157782515991471
0.0,0.4157782515991471
0.0,0.417910447761194
0.0,0.42217484008528783
0.0,0.42430703624733473
0.0,0.42430703624733473
0.0,0.42430703624733473
0.0,0.42643923240938164
0.0,0.4989339019189765
0.0,0.43283582089552236
0.0,0.4349680170575693
0.0,0.4349680170575693
0.0,0.43710021321961623
0.0,0.43923240938166314
0.0,0.44136460554371004
0.0,0.44136460554371004
0.0,0.44136460554371004
0.0,0.44349680170575695
0.0,0.44349680170575695
0.0,0.4349680170575693
0.0,0.4093816631130064
0.0,0.5010660980810234
0.0,0.509594882729211
0.0,0.5628997867803838
0.0,0.5628997867803838
0.0,0.5628997867803838
0.0,0.5650319829424307
0.0,0.5671641791044776
0.0,0.5671641791044776
0.0,0.5692963752665245
0.0,0.5692963752665245
0.0,0.5735607675906184
0.0,0.5756929637526652
0.0,0.5756929637526652
0.0,0.5756929637526652
0.0,0.5756929637526652
0.0,0.5778251599147122
0.0,0.579957356076759
0.0,0.582089552238806
0.0,0.582089552238806
0.0,0.5842217484008528
0.0,0.5863539445628998
0.0,0.5565031982942431
0.0,0.5565031982942431
0.0,0.5543710021321961
0.0,0.5522388059701493
0.0,0.511727078891258
0.0,0.5159914712153518
0.0,0.5159914712153518
0.0,0.5181236673773987
0.0,0.5181236673773987
0.0,0.5181236673773987
0.0,0.5181236673773987
0.0,0.5202558635394456
0.0,0.5223880597014925
0.0,0.5031982942430704
0.0,0.5266524520255863
0.0,0.5309168443496801
0.0,0.5309168443496801
0.0,0.5330490405117271
0.0,0.5394456289978679
0.0,0.5437100213219617
0.0,0.5458422174840085
0.0,0.5458422174840085
0.0,0.5501066098081023
0.0,0.5522388059701493
0.0,0.5287846481876333
0.0,0.4051172707889126
0.0,0.0042643923240938165
0.0,0.39445628997867804
0.0,0.10021321961620469
0.0,0.1044776119402985
0.0,0.11300639658848614
0.0,0.11727078891257996
0.0,0.12153518123667377
0.0,0.1300639658848614
0.0,0.14285714285714285
0.0,0.14925373134328357
0.0,0.15565031982942432
0.0,0.15565031982942432
0.0,0.16417910447761194
0.0,0.17270788912579957
0.0,0.1791044776119403
0.0,0.18550106609808104
0.0,0.19829424307036247
0.0,0.19829424307036247
0.0,0.2046908315565032
0.0,0.2046908315565032
0.0,0.2068230277185501
0.0,0.09594882729211088
0.0,0.09381663113006397
0.0,0.08528784648187633
0.0,0.08102345415778252
0.0,0.39658848614072495
0.0,0.0042643923240938165
0.0,0.0042643923240938165
0.0,0.0042643923240938165
0.0,0.0042643923240938165
0.0,0.008528784648187633
0.0,0.008528784648187633
0.0,0.01279317697228145
0.0,0.014925373134328358
0.0,0.208955223880597
0.0,0.019189765458422176
0.0,0.02771855010660981
0.0,0.031982942430703626
0.0,0.04051172707889126
0.0,0.042643923240938165
0.0,0.046908315565031986
0.0,0.05543710021321962
0.0,0.06396588486140725
0.0,0.07249466950959488
0.0,0.0767590618336887
0.0,0.0255863539445629
0.0,0.21108742004264391
0.0,0.046908315565031986
0.0,0.22174840085287847
0.0,0.3283582089552239
0.0,0.3283582089552239
0.0,0.3304904051172708
0.0,0.3326226012793177
0.0,0.39232409381663114
0.0,0.3326226012793177
0.0,0.3368869936034115
0.0,0.3368869936034115
0.0,0.3411513859275053
0.0,0.34541577825159914
0.0,0.35394456289978676
0.0,0.35607675906183367
0.0,0.36673773987206826
0.0,0.3752665245202559
0.0,0.3795309168443497
0.0,0.3816631130063966
0.0,0.3837953091684435
0.0,0.39019189765458423
0.0,0.21321961620469082
0.0,0.32409381663113007
0.0,0.32196162046908317
0.0,0.3368869936034115
0.0,0.31130063965884863
0.0,0.2281449893390192
0.0,0.31130063965884863
0.0,0.2302771855010661
0.0,0.232409381663113
0.0,0.23880597014925373
0.0,0.23880597014925373
0.0,0.24520255863539445
0.0,0.2537313432835821
0.0,0.2601279317697228
0.0,0.26652452025586354
0.0,0.24520255863539445
0.0,0.3049040511727079
0.0,0.2771855010660981
0.0,0.279317697228145
0.0,0.3091684434968017
0.0,0.279317697228145
0.0,0.2835820895522388
0.0,0.2878464818763326
0.0,0.2878464818763326
0.0,0.29850746268656714
0.0,0.27292110874200426
0.0021008403361344537,0.6226012793176973
0.0021008403361344537,0.6226012793176973
0.0021008403361344537,0.6204690831556503
0.0021008403361344537,0.6119402985074627
0.0021008403361344537,0.6204690831556503
0.0021008403361344537,0.6162046908315565
0.0021008403361344537,0.6140724946695096
0.0021008403361344537,0.6247334754797441
0.0021008403361344537,0.6204690831556503
0.0021008403361344537,0.6247334754797441
0.0021008403361344537,0.6311300639658849
0.0021008403361344537,0.6268656716417911
0.0021008403361344537,0.6268656716417911
0.0021008403361344537,0.6289978678038379
0.0021008403361344537,0.6289978678038379
0.0021008403361344537,0.6289978678038379
0.0021008403361344537,0.6311300639658849
0.0021008403361344537,0.6311300639658849
0.0021008403361344537,0.6311300639658849
0.0021008403361344537,0.6076759061833689
0.0021008403361344537,0.6247334754797441
0.0021008403361344537,0.6076759061833689
0.0021008403361344537,0.5991471215351812
0.0021008403361344537,0.6076759061833689
0.0021008403361344537,0.5863539445628998
0.0021008403361344537,0.5863539445628998
0.0021008403361344537,0.5863539445628998
0.0021008403361344537,0.6076759061833689
0.0021008403361344537,0.5948827292110874
0.0021008403361344537,0.5948827292110874
0.0021008403361344537,0.5970149253731343
0.0021008403361344537,0.5970149253731343
0.0021008403361344537,0.5991471215351812
0.0021008403361344537,0.6012793176972282
0.0021008403361344537,0.5884861407249466
0.0021008403361344537,0.6012793176972282
0.0021008403361344537,0.603411513859275
0.0021008403361344537,0.605543710021322
0.0021008403361344537,0.605543710021322
0.0021008403361344537,0.605543710021322
0.0021008403361344537,0.605543710021322
0.0021008403361344537,0.605543710021322
0.0021008403361344537,0.605543710021322
0.0021008403361344537,0.605543710021322
0.0021008403361344537,0.605543710021322
0.0021008403361344537,0.6012793176972282
0.004201680672268907,0.6439232409381663
0.004201680672268907,0.6396588486140725
0.004201680672268907,0.6396588486140725
0.004201680672268907,0.6396588486140725
0.004201680672268907,0.6353944562899787
0.004201680672268907,0.6311300639658849
0.004201680672268907,0.6332622601279317
0.004201680672268907,0.6332622601279317
0.004201680672268907,0.6311300639658849
0.004201680672268907,0.6311300639658849
0.004201680672268907,0.6311300639658849
0.004201680672268907,0.6353944562899787
0.0063025210084033615,0.6439232409381663
0.0063025210084033615,0.6460554371002132
0.0063025210084033615,0.6439232409381663
0.0063025210084033615,0.6460554371002132
0.0063025210084033615,0.6439232409381663
0.0063025210084033615,0.6439232409381663
0.0063025210084033615,0.6439232409381663
0.0063025210084033615,0.6439232409381663
0.008403361344537815,0.6588486140724946
0.008403361344537815,0.6631130063965884
0.008403361344537815,0.6652452025586354
0.008403361344537815,0.6652452025586354
0.008403361344537815,0.6652452025586354
0.008403361344537815,0.6673773987206824
0.008403361344537815,0.6588486140724946
0.008403361344537815,0.6695095948827292
0.008403361344537815,0.6695095948827292
0.008403361344537815,0.6695095948827292
0.008403361344537815,0.6716417910447762
0.008403361344537815,0.6673773987206824
0.008403361344537815,0.6567164179104478
0.008403361344537815,0.6631130063965884
0.008403361344537815,0.6567164179104478
0.008403361344537815,0.6481876332622601
0.008403361344537815,0.650319829424307
0.008403361344537815,0.6567164179104478
0.008403361344537815,0.650319829424307
0.008403361344537815,0.650319829424307
0.008403361344537815,0.650319829424307
0.008403361344537815,0.650319829424307
0.008403361344537815,0.650319829424307
0.008403361344537815,0.652452025586354
0.008403361344537815,0.652452025586354
0.008403361344537815,0.652452025586354
0.008403361344537815,0.652452025586354
0.008403361344537815,0.652452025586354
0.008403361344537815,0.652452025586354
0.01050420168067227,0.6780383795309168
0.01050420168067227,0.6801705756929638
0.01050420168067227,0.6801705756929638
0.01050420168067227,0.6801705756929638
0.01050420168067227,0.6823027718550106
0.01050420168067227,0.6823027718550106
0.01050420168067227,0.6823027718550106
0.01050420168067227,0.6823027718550106
0.01050420168067227,0.6780383795309168
0.01050420168067227,0.6801705756929638
0.01050420168067227,0.6780383795309168
0.01050420168067227,0.6801705756929638
