fprs,tprs
0.0,0.0
0.0,0.06553911205073996
0.0,0.06553911205073996
0.0,0.06553911205073996
0.0,0.06553911205073996
0.0,0.06553911205073996
0.0,0.06553911205073996
0.0,0.06765327695560254
0.0,0.06976744186046512
0.0,0.06976744186046512
0.0,0.06976744186046512
0.0,0.06976744186046512
0.0,0.06976744186046512
0.0,0.06976744186046512
0.0,0.06976744186046512
0.0,0.06976744186046512
0.0,0.07188160676532769
0.0,0.07188160676532769
0.0,0.06342494714587738
0.0,0.07188160676532769
0.0,0.06342494714587738
0.0,0.0613107822410148
0.0,0.05708245243128964
0.0,0.05708245243128964
0.0,0.05708245243128964
0.0,0.05708245243128964
0.0,0.05708245243128964
0.0,0.05919661733615222
0.0,0.05919661733615222
0.0,0.05919661733615222
0.0,0.05919661733615222
0.0,0.0613107822410148
0.0,0.0613107822410148
0.0,0.0613107822410148
0.0,0.0613107822410148
0.0,0.0613107822410148
0.0,0.0613107822410148
0.0,0.0613107822410148
0.0,0.0613107822410148
0.0,0.06342494714587738
0.0,0.07188160676532769
0.0,0.07610993657505286
0.0,0.07822410147991543
0.0,0.09936575052854123
0.0,0.09936575052854123
0.0,0.09936575052854123
0.0,0.09936575052854123
0.0,0.09936575052854123
0.0,0.1014799154334038
0.0,0.1014799154334038
0.0,0.1014799154334038
0.0,0.1014799154334038
0.0,0.1014799154334038
0.0,0.10359408033826638
0.0,0.10359408033826638
0.0,0.10570824524312897
0.0,0.10993657505285412
0.0,0.10993657505285412
0.0,0.10993657505285412
0.0,0.10993657505285412
0.0,0.09725158562367865
0.0,0.09513742071881606
0.0,0.09513742071881606
0.0,0.09513742071881606
0.0,0.07822410147991543
0.0,0.080338266384778
0.0,0.08456659619450317
0.0,0.08456659619450317
0.0,0.08456659619450317
0.0,0.08879492600422834
0.0,0.08879492600422834
0.0,0.08879492600422834
0.0,0.05708245243128964
0.0,0.08879492600422834
0.0,0.08879492600422834
0.0,0.08879492600422834
0.0,0.08879492600422834
0.0,0.08879492600422834
0.0,0.09090909090909091
0.0,0.09302325581395349
0.0,0.09302325581395349
0.0,0.09302325581395349
0.0,0.08879492600422834
0.0,0.05496828752642706
0.0,0.0021141649048625794
0.0,0.05496828752642706
0.0,0.014799154334038054
0.0,0.014799154334038054
0.0,0.014799154334038054
0.0,0.016913319238900635
0.0,0.016913319238900635
0.0,0.016913319238900635
0.0,0.016913319238900635
